file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/RemoteMonitoringDAO.java,edu.ncsu.csc.itrust.dao.mysql.RemoteMonitoringDAO,class,7,35,1,27,0,1.0,1.0,10,0,9,1,0,0,9,0,0,0,2,0,0,2,0,0,0,0,10,223,7,4,1,9,1,24,39,55,8,33,4,0,0,0,181,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/ReportRequestDAO.java,edu.ncsu.csc.itrust.dao.mysql.ReportRequestDAO,class,5,16,1,13,0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,6,106,4,0,5,5,0,10,13,25,0,15,2,0,0,0,131,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/RiskDAO.java,edu.ncsu.csc.itrust.dao.mysql.RiskDAO,class,7,15,1,19,8,0.6,0.6,8,0,5,3,0,0,5,0,0,0,1,0,0,1,0,0,0,0,3,83,7,3,0,3,0,10,9,19,4,12,2,0,0,0,180,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/SurveyDAO.java,edu.ncsu.csc.itrust.dao.mysql.SurveyDAO,class,5,12,1,18,0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,3,88,2,0,1,3,1,7,18,20,0,10,2,0,0,0,136,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/SurveyResultDAO.java,edu.ncsu.csc.itrust.dao.mysql.SurveyResultDAO,class,5,11,1,11,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,2,90,2,0,0,2,0,40,10,12,0,8,2,0,0,0,128,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/TransactionDAO.java,edu.ncsu.csc.itrust.dao.mysql.TransactionDAO,class,9,34,1,29,0,0.75,0.75,9,0,8,1,0,0,8,0,0,0,3,0,0,3,0,0,0,0,7,202,6,7,5,7,0,38,30,67,9,37,7,0,0,0,196,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/VisitRemindersDAO.java,edu.ncsu.csc.itrust.dao.mysql.VisitRemindersDAO,class,7,13,1,15,0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,5,102,3,3,0,3,0,68,32,32,3,23,2,0,0,0,179,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/ProductionConnectionDriver.java,edu.ncsu.csc.itrust.dao.ProductionConnectionDriver,class,1,2,1,4,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,4,3,0,0,1,0,1,0,0,0,39,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/DateUtil.java,edu.ncsu.csc.itrust.DateUtil,class,1,11,1,15,28,0.0,0.0,8,8,8,0,0,0,8,0,0,0,1,1,1,0,0,0,1,0,4,48,8,0,0,0,6,1,8,8,3,6,1,0,0,0,120,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/DBUtil.java,edu.ncsu.csc.itrust.DBUtil,class,1,7,1,11,3,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,2,2,0,2,1,1,0,1,2,0,0,0,93,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/EmailUtil.java,edu.ncsu.csc.itrust.EmailUtil,class,3,2,1,2,0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,33,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/enums/BloodType.java,edu.ncsu.csc.itrust.enums.BloodType,enum,1,6,1,3,4,0.0,0.0,4,1,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,19,4,1,0,0,0,9,0,1,0,1,2,0,0,0,23,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/enums/Ethnicity.java,edu.ncsu.csc.itrust.enums.Ethnicity,enum,1,6,1,3,0,0.0,0.0,4,1,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,17,4,1,0,0,0,6,0,1,0,1,2,0,0,0,23,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/enums/Gender.java,edu.ncsu.csc.itrust.enums.Gender,enum,1,6,1,3,0,0.0,0.0,4,1,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,17,4,1,0,0,0,3,0,1,0,1,2,0,0,0,21,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/enums/PrescriptionAlerts.java,edu.ncsu.csc.itrust.enums.PrescriptionAlerts,enum,1,6,1,3,2,0.0,0.0,4,1,3,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,1,19,4,1,0,0,0,4,0,2,0,2,2,0,0,0,41,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/enums/Role.java,edu.ncsu.csc.itrust.enums.Role,enum,1,6,1,2,0,0.33333334,0.5,4,1,3,0,0,1,4,0,0,0,2,0,0,2,0,0,0,0,1,19,3,1,0,0,0,16,0,2,1,2,2,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/enums/State.java,edu.ncsu.csc.itrust.enums.State,enum,1,8,1,6,8,0.0,0.0,5,1,4,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,21,5,1,0,0,0,51,0,2,0,2,2,0,0,0,41,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/enums/TransactionType.java,edu.ncsu.csc.itrust.enums.TransactionType,enum,2,6,1,1,0,0.33333334,0.33333334,4,1,3,1,0,0,3,0,0,0,4,2,2,2,0,0,2,0,1,21,3,1,1,0,0,49,60,4,1,4,2,0,0,0,96,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/exception/DBException.java,edu.ncsu.csc.itrust.exception.DBException,class,1,4,4,2,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,15,3,0,1,0,0,1,1,3,0,2,1,0,0,0,67,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/exception/ErrorList.java,edu.ncsu.csc.itrust.exception.ErrorList,class,0,9,1,5,0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,21,4,0,2,0,0,1,1,1,0,1,1,0,0,0,35,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/exception/FormValidationException.java,edu.ncsu.csc.itrust.exception.FormValidationException,class,2,7,3,4,0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,1,0,2,0,0,1,0,0,26,2,2,0,0,0,4,1,3,2,2,1,0,0,0,102,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/exception/iTrustException.java,edu.ncsu.csc.itrust.exception.iTrustException,class,0,4,3,0,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,1,0,1,0,1,1,0,0,14,3,0,1,0,0,2,1,3,0,2,1,0,0,0,51,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/exception/NoHealthRecordsException.java,edu.ncsu.csc.itrust.exception.NoHealthRecordsException,class,1,1,4,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,1,1,0,0,2,0,0,7,0,0,0,0,0,2,1,2,1,2,0,0,0,0,58,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/HtmlEncoder.java,edu.ncsu.csc.itrust.HtmlEncoder,class,0,3,1,2,1,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,1,0,1,7,0,3,0,1,1,0,0,0,36,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/Localization.java,edu.ncsu.csc.itrust.Localization,class,1,4,1,0,0,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,2,1,0,1,0,1,0,0,0,16,2,0,1,0,0,2,0,3,0,2,1,0,0,0,36,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/Messages.java,edu.ncsu.csc.itrust.Messages,class,1,2,1,4,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,2,12,2,0,0,1,0,1,0,2,1,2,1,0,0,0,22,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/ParameterUtil.java,edu.ncsu.csc.itrust.ParameterUtil,class,0,3,1,4,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,1,1,1,2,0,2,2,0,0,0,28,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/RandomPassword.java,edu.ncsu.csc.itrust.RandomPassword,class,0,2,1,1,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,10,1,1,0,0,1,1,3,4,1,3,1,0,0,0,14,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/ChronicDiseaseMediator.java,edu.ncsu.csc.itrust.risk.ChronicDiseaseMediator,class,5,4,1,2,0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,16,1,1,0,0,0,0,0,2,0,2,2,0,0,0,59,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/AgeFactor.java,edu.ncsu.csc.itrust.risk.factors.AgeFactor,class,2,4,2,1,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,1,0,2,1,2,0,0,0,0,29,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/ChildhoodInfectionFactor.java,edu.ncsu.csc.itrust.risk.factors.ChildhoodInfectionFactor,class,4,4,2,4,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,22,3,0,0,1,0,2,0,3,0,3,1,0,0,0,47,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/CholesterolFactor.java,edu.ncsu.csc.itrust.risk.factors.CholesterolFactor,class,2,6,2,3,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,4,3,0,4,0,0,3,0,0,15,2,0,0,0,3,1,3,4,0,4,0,0,0,0,32,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/EthnicityFactor.java,edu.ncsu.csc.itrust.risk.factors.EthnicityFactor,class,3,6,2,3,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,17,3,1,0,0,0,1,0,2,1,2,2,0,0,0,30,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/FamilyHistoryFactor.java,edu.ncsu.csc.itrust.risk.factors.FamilyHistoryFactor,class,3,4,2,3,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,24,3,0,0,1,0,1,0,4,0,4,1,0,0,0,41,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/GenderFactor.java,edu.ncsu.csc.itrust.risk.factors.GenderFactor,class,3,3,2,4,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,1,0,2,1,2,0,0,0,0,25,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/HypertensionFactor.java,edu.ncsu.csc.itrust.risk.factors.HypertensionFactor,class,2,5,2,2,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,2,0,3,0,0,2,0,0,14,2,0,0,0,2,1,2,3,0,3,0,0,0,0,30,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/PatientRiskFactor.java,edu.ncsu.csc.itrust.risk.factors.PatientRiskFactor,class,1,4,1,1,3,0.0,0.0,3,0,2,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,0,9,1,0,1,0,0,0,0,2,0,1,1,0,0,0,34,1025,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/PriorDiagnosisFactor.java,edu.ncsu.csc.itrust.risk.factors.PriorDiagnosisFactor,class,3,4,2,3,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,24,3,0,0,1,0,1,0,4,0,4,1,0,0,0,40,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/SmokingFactor.java,edu.ncsu.csc.itrust.risk.factors.SmokingFactor,class,3,4,2,3,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,20,3,0,0,1,0,1,0,2,0,2,1,0,0,0,40,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/factors/WeightFactor.java,edu.ncsu.csc.itrust.risk.factors.WeightFactor,class,2,4,2,2,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,1,15,2,0,0,0,0,1,0,3,1,3,0,0,0,0,29,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/HeartDiseaseRisks.java,edu.ncsu.csc.itrust.risk.HeartDiseaseRisks,class,13,4,2,2,6,0.0,0.0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,1,6,1,0,1,0,0,0,0,50,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/RiskChecker.java,edu.ncsu.csc.itrust.risk.RiskChecker,class,8,13,1,10,15,0.0,0.0,6,0,5,0,1,0,6,3,0,0,4,1,0,1,3,0,1,0,0,38,3,2,0,0,0,0,4,10,0,10,3,0,0,0,99,1025,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/Type1DiabetesRisks.java,edu.ncsu.csc.itrust.risk.Type1DiabetesRisks,class,7,5,2,3,6,0.0,0.0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,1,4,1,0,1,0,0,0,0,43,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/risk/Type2DiabetesRisks.java,edu.ncsu.csc.itrust.risk.Type2DiabetesRisks,class,11,5,2,3,6,0.0,0.0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,1,7,1,0,1,0,0,0,0,49,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/server/SessionTimeoutListener.java,edu.ncsu.csc.itrust.server.SessionTimeoutListener,class,5,6,1,7,0,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,24,0,0,0,1,0,1,4,6,1,3,1,0,0,0,61,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/tags/ICD9CMLink.java,edu.ncsu.csc.itrust.tags.ICD9CMLink,class,3,11,1,4,29,0.17777778,0.24444444,10,0,10,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,1,41,4,0,0,1,0,3,0,5,1,4,1,0,0,0,50,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/tags/PatientNavigation.java,edu.ncsu.csc.itrust.tags.PatientNavigation,class,3,12,1,4,26,0.1388889,0.19444445,9,0,9,0,0,0,9,0,0,0,5,0,0,5,0,0,0,0,0,49,4,1,0,1,0,19,1,7,1,7,3,0,0,0,64,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/tags/StateSelect.java,edu.ncsu.csc.itrust.tags.StateSelect,class,5,16,1,9,43,0.10909091,0.14545454,11,0,11,0,0,0,11,0,0,0,4,0,0,4,0,0,0,0,1,51,5,1,1,1,0,11,0,6,2,6,2,0,0,0,52,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/AddPatientValidator.java,edu.ncsu.csc.itrust.validate.AddPatientValidator,class,4,3,2,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,1,0,1,1,0,0,0,47,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/AddPersonnelValidator.java,edu.ncsu.csc.itrust.validate.AddPersonnelValidator,class,4,3,2,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,1,0,1,1,0,0,0,48,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/AdverseEventValidator.java,edu.ncsu.csc.itrust.validate.AdverseEventValidator,class,4,3,2,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,1,1,0,0,0,43,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/AllergyBeanValidator.java,edu.ncsu.csc.itrust.validate.AllergyBeanValidator,class,4,3,2,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,1,1,0,0,0,44,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/ApptBeanValidator.java,edu.ncsu.csc.itrust.validate.ApptBeanValidator,class,4,3,2,4,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,1,0,1,0,1,1,0,0,0,14,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/ApptTypeBeanValidator.java,edu.ncsu.csc.itrust.validate.ApptTypeBeanValidator,class,4,2,2,5,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,1,1,1,1,0,0,0,14,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/BeanValidator.java,edu.ncsu.csc.itrust.validate.BeanValidator,class,4,26,1,10,28,0.0,0.0,8,0,1,0,7,0,8,1,0,0,0,0,0,0,0,0,0,0,4,47,13,0,5,2,1,21,0,9,4,6,2,0,0,0,81,1025,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/DiagnosisBeanValidator.java,edu.ncsu.csc.itrust.validate.DiagnosisBeanValidator,class,4,3,2,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,1,0,1,1,0,0,0,44,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/DrugInteractionValidator.java,edu.ncsu.csc.itrust.validate.DrugInteractionValidator,class,4,3,2,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,1,0,1,1,0,0,0,41,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/EditOfficeVisitValidator.java,edu.ncsu.csc.itrust.validate.EditOfficeVisitValidator,class,5,9,2,16,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,39,0,0,2,1,2,16,2,9,0,5,4,0,0,0,61,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/EMailValidator.java,edu.ncsu.csc.itrust.validate.EMailValidator,class,4,3,2,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,1,1,0,0,0,37,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/HealthRecordFormValidator.java,edu.ncsu.csc.itrust.validate.HealthRecordFormValidator,class,4,2,2,13,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,10,1,0,1,1,0,0,0,46,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/HospitalBeanValidator.java,edu.ncsu.csc.itrust.validate.HospitalBeanValidator,class,4,3,2,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,1,0,1,1,0,0,0,42,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/LabProcedureValidator.java,edu.ncsu.csc.itrust.validate.LabProcedureValidator,class,5,7,1,12,1,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,0,0,9,0,2,1,2,1,0,0,0,41,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/LOINCBeanValidator.java,edu.ncsu.csc.itrust.validate.LOINCBeanValidator,class,4,6,2,10,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,8,0,1,0,1,1,0,0,0,51,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/MailValidator.java,edu.ncsu.csc.itrust.validate.MailValidator,class,2,2,2,1,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,32,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/MedicationBeanValidator.java,edu.ncsu.csc.itrust.validate.MedicationBeanValidator,class,4,3,2,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,1,0,1,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/MessageValidator.java,edu.ncsu.csc.itrust.validate.MessageValidator,class,4,3,2,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,1,0,1,1,0,0,0,24,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/PatientValidator.java,edu.ncsu.csc.itrust.validate.PatientValidator,class,5,19,2,36,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,3,1,2,39,2,11,0,5,3,0,0,0,60,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/PersonnelValidator.java,edu.ncsu.csc.itrust.validate.PersonnelValidator,class,4,3,2,12,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,9,0,1,0,1,1,0,0,0,42,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/ProcedureBeanValidator.java,edu.ncsu.csc.itrust.validate.ProcedureBeanValidator,class,4,3,2,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,1,0,1,1,0,0,0,44,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/RemoteMonitoringDataBeanValidator.java,edu.ncsu.csc.itrust.validate.RemoteMonitoringDataBeanValidator,class,4,3,2,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,1,3,1,1,0,0,0,46,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/SecurityQAValidator.java,edu.ncsu.csc.itrust.validate.SecurityQAValidator,class,4,5,2,7,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,5,0,1,0,1,1,0,0,0,58,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/SurveySearchValidator.java,edu.ncsu.csc.itrust.validate.SurveySearchValidator,class,4,2,2,4,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,1,1,0,0,0,47,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/validate/ValidationFormat.java,edu.ncsu.csc.itrust.validate.ValidationFormat,enum,0,3,1,1,0,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,0,0,1,13,2,0,0,0,0,92,0,2,0,2,0,0,0,0,91,1,0
